
Output from Plumeria 2, fortran version, run date 2022.02.06   0:20

Input values:
        Tropopause elevation above vent (km):    11.0
                   Height of tropopause (km):     9.0
                   Thermal lapse rate (C/km):   -6.50
                       Relative humidity, % :     0.0
                 Air temperature at vent (C):    15.0
          Air pressure  at vent, atmospheres:   1.000
               wind speed at sea level (m/s):   0.000
   change in wind speed with elevation (1/s):   0.000
                wind direction (deg. E of N):    90.0
                           Vent diameter (m):     1.0
                          Vent elevation (m):     0.0
                      Initial velocity (m/s):   200.0
                       Magma temperature (C):    900.
                         Weight fraction gas:   0.030
                         Weight fraction air:   0.001
               Magma specific heat, (J/kg K):  1000.0
                      Magma density, (kg/m3):  2500.0
                     Mixture density (kg/m3):   6.103
                   Mass fraction water added:   0.000
                           Mass flux, (kg/s):  0.959E+03
                 Mass flux of solids, (kg/s):  0.930E+03
                   Mixture sound speed (m/s):   144.0
**********************************************************************************************************************************************************************************************
   i        s        z        x        y       m_m       m_a       m_w       m_l       m_i      v       u          r   T_mix   T_air   rho_mix   rho_air    Time     p_air     water       ice
       meters   meters   meters   meters                                                      m/s     m/s          m  Kelvin  Kelvin     kg/m3     kg/m3 seconds        Pa      g/m3      g/m3
 108     15.8     15.8      0.0      0.0 0.249E+00 0.743E+00 0.771E-02 0.000E+00 0.000E+00    0.00    51.88       5.1   522.5   288.0     0.892     1.223     0.2  101110.5 0.000E+00 0.000E+00
 109     16.3     16.3      0.0      0.0 0.243E+00 0.749E+00 0.752E-02 0.000E+00 0.000E+00    0.00    50.66       5.2   517.0   288.0     0.895     1.223     0.2  101104.4 0.000E+00 0.000E+00
 110     16.8     16.8      0.0      0.0 0.237E+00 0.755E+00 0.734E-02 0.000E+00 0.000E+00    0.00    49.45       5.3   511.4   288.0     0.898     1.223     0.2  101098.0 0.000E+00 0.000E+00
 111     17.4     17.4      0.0      0.0 0.231E+00 0.762E+00 0.715E-02 0.000E+00 0.000E+00    0.00    48.25       5.4   505.9   288.0     0.900     1.223     0.2  101091.4 0.000E+00 0.000E+00
 112     18.0     18.0      0.0      0.0 0.225E+00 0.768E+00 0.697E-02 0.000E+00 0.000E+00    0.00    47.06       5.6   500.4   288.0     0.904     1.223     0.2  101084.3 0.000E+00 0.000E+00
 113     18.6     18.6      0.0      0.0 0.219E+00 0.774E+00 0.679E-02 0.000E+00 0.000E+00    0.00    45.87       5.7   495.0   288.0     0.907     1.223     0.2  101077.0 0.000E+00 0.000E+00
 114     19.2     19.2      0.0      0.0 0.214E+00 0.780E+00 0.660E-02 0.000E+00 0.000E+00    0.00    44.69       5.8   489.5   288.0     0.910     1.223     0.3  101069.2 0.000E+00 0.000E+00
 115     19.9     19.9      0.0      0.0 0.208E+00 0.786E+00 0.642E-02 0.000E+00 0.000E+00    0.00    43.51       6.0   484.1   288.0     0.914     1.223     0.3  101061.1 0.000E+00 0.000E+00
 116     20.6     20.6      0.0      0.0 0.202E+00 0.792E+00 0.624E-02 0.000E+00 0.000E+00    0.00    42.35       6.1   478.7   288.0     0.917     1.223     0.3  101052.5 0.000E+00 0.000E+00
 117     21.4     21.4      0.0      0.0 0.196E+00 0.798E+00 0.606E-02 0.000E+00 0.000E+00    0.00    41.19       6.3   473.3   288.0     0.921     1.222     0.3  101043.4 0.000E+00 0.000E+00
 118     22.2     22.2      0.0      0.0 0.190E+00 0.804E+00 0.589E-02 0.000E+00 0.000E+00    0.00    40.05       6.5   467.9   288.0     0.925     1.222     0.3  101033.8 0.000E+00 0.000E+00
 119     23.0     23.0      0.0      0.0 0.185E+00 0.810E+00 0.571E-02 0.000E+00 0.000E+00    0.00    38.91       6.7   462.6   288.0     0.929     1.222     0.4  101023.7 0.000E+00 0.000E+00
 120     23.9     23.9      0.0      0.0 0.179E+00 0.816E+00 0.553E-02 0.000E+00 0.000E+00    0.00    37.78       6.8   457.3   288.0     0.934     1.222     0.4  101013.0 0.000E+00 0.000E+00
 121     24.9     24.9      0.0      0.0 0.173E+00 0.821E+00 0.536E-02 0.000E+00 0.000E+00    0.00    36.66       7.0   452.0   288.0     0.938     1.222     0.4  101001.6 0.000E+00 0.000E+00
 122     25.9     25.9      0.0      0.0 0.168E+00 0.827E+00 0.518E-02 0.000E+00 0.000E+00    0.00    35.55       7.3   446.7   288.0     0.943     1.222     0.4  100989.6 0.000E+00 0.000E+00
 123     26.9     26.9      0.0      0.0 0.162E+00 0.833E+00 0.501E-02 0.000E+00 0.000E+00    0.00    34.46       7.5   441.5   288.0     0.948     1.222     0.5  100976.7 0.000E+00 0.000E+00
 124     28.1     28.1      0.0      0.0 0.157E+00 0.839E+00 0.484E-02 0.000E+00 0.000E+00    0.00    33.37       7.7   436.3   288.0     0.953     1.222     0.5  100963.1 0.000E+00 0.000E+00
 125     29.3     29.3      0.0      0.0 0.151E+00 0.844E+00 0.467E-02 0.000E+00 0.000E+00    0.00    32.30       8.0   431.1   288.0     0.958     1.222     0.5  100948.5 0.000E+00 0.000E+00
 126     30.6     30.6      0.0      0.0 0.146E+00 0.850E+00 0.450E-02 0.000E+00 0.000E+00    0.00    31.24       8.2   426.0   288.0     0.963     1.221     0.6  100932.9 0.000E+00 0.000E+00
 127     32.0     32.0      0.0      0.0 0.140E+00 0.856E+00 0.433E-02 0.000E+00 0.000E+00    0.00    30.20       8.5   420.9   287.9     0.969     1.221     0.6  100916.3 0.000E+00 0.000E+00
 128     33.5     33.5      0.0      0.0 0.135E+00 0.861E+00 0.417E-02 0.000E+00 0.000E+00    0.00    29.16       8.8   415.8   287.9     0.974     1.221     0.7  100898.4 0.000E+00 0.000E+00
 129     35.1     35.1      0.0      0.0 0.129E+00 0.867E+00 0.400E-02 0.000E+00 0.000E+00    0.00    28.15       9.1   410.8   287.9     0.980     1.221     0.7  100879.2 0.000E+00 0.000E+00
 130     36.8     36.8      0.0      0.0 0.124E+00 0.872E+00 0.384E-02 0.000E+00 0.000E+00    0.00    27.15       9.4   405.8   287.9     0.986     1.221     0.8  100858.6 0.000E+00 0.000E+00
 131     38.7     38.7      0.0      0.0 0.119E+00 0.877E+00 0.368E-02 0.000E+00 0.000E+00    0.00    26.16       9.8   400.9   287.9     0.992     1.220     0.9  100836.3 0.000E+00 0.000E+00
 132     40.7     40.7      0.0      0.0 0.114E+00 0.883E+00 0.352E-02 0.000E+00 0.000E+00    0.00    25.19      10.2   396.0   287.9     0.999     1.220     0.9  100812.3 0.000E+00 0.000E+00
 133     42.8     42.8      0.0      0.0 0.109E+00 0.888E+00 0.336E-02 0.000E+00 0.000E+00    0.00    24.24      10.6   391.2   287.9     1.005     1.220     1.0  100786.3 0.000E+00 0.000E+00
 134     45.2     45.2      0.0      0.0 0.104E+00 0.893E+00 0.321E-02 0.000E+00 0.000E+00    0.00    23.32      11.0   386.4   287.9     1.012     1.220     1.1  100758.0 0.000E+00 0.000E+00
 135     47.8     47.8      0.0      0.0 0.986E-01 0.898E+00 0.305E-02 0.000E+00 0.000E+00    0.00    22.41      11.5   381.6   287.8     1.018     1.219     1.2  100727.3 0.000E+00 0.000E+00
 136     50.6     50.6      0.0      0.0 0.937E-01 0.903E+00 0.290E-02 0.000E+00 0.000E+00    0.00    21.52      12.0   376.9   287.8     1.025     1.219     1.4  100693.8 0.000E+00 0.000E+00
 137     53.6     53.6      0.0      0.0 0.888E-01 0.908E+00 0.275E-02 0.000E+00 0.000E+00    0.00    20.66      12.5   372.3   287.8     1.032     1.219     1.5  100657.1 0.000E+00 0.000E+00
 138     57.0     57.0      0.0      0.0 0.840E-01 0.913E+00 0.260E-02 0.000E+00 0.000E+00    0.00    19.82      13.1   367.7   287.8     1.039     1.218     1.7  100616.9 0.000E+00 0.000E+00
 139     60.7     60.7      0.0      0.0 0.792E-01 0.918E+00 0.245E-02 0.000E+00 0.000E+00    0.00    19.00      13.7   363.1   287.8     1.046     1.218     1.9  100572.6 0.000E+00 0.000E+00
 140     64.8     64.8      0.0      0.0 0.746E-01 0.923E+00 0.231E-02 0.000E+00 0.000E+00    0.00    18.22      14.4   358.7   287.7     1.054     1.217     2.1  100523.8 0.000E+00 0.000E+00
 141     69.3     69.3      0.0      0.0 0.700E-01 0.928E+00 0.216E-02 0.000E+00 0.000E+00    0.00    17.46      15.1   354.3   287.7     1.061     1.217     2.3  100469.7 0.000E+00 0.000E+00
 142     74.3     74.3      0.0      0.0 0.655E-01 0.933E+00 0.202E-02 0.000E+00 0.000E+00    0.00    16.73      15.9   349.9   287.7     1.068     1.216     2.6  100409.7 0.000E+00 0.000E+00
 143     79.8     79.8      0.0      0.0 0.611E-01 0.937E+00 0.189E-02 0.000E+00 0.000E+00    0.00    16.05      16.7   345.8   287.6     1.076     1.216     3.0  100344.5 0.000E+00 0.000E+00
 144     85.7     85.7      0.0      0.0 0.571E-01 0.941E+00 0.176E-02 0.000E+00 0.000E+00    0.00    15.42      17.6   341.8   287.6     1.083     1.215     3.3  100274.8 0.000E+00 0.000E+00
 145     91.8     91.8      0.0      0.0 0.533E-01 0.945E+00 0.165E-02 0.000E+00 0.000E+00    0.00    14.85      18.5   338.2   287.6     1.089     1.214     3.7  100201.4 0.000E+00 0.000E+00
 146     98.3     98.3      0.0      0.0 0.498E-01 0.949E+00 0.154E-02 0.000E+00 0.000E+00    0.00    14.34      19.4   334.8   287.5     1.096     1.213     4.2  100124.7 0.000E+00 0.000E+00
 147    104.9    104.9      0.0      0.0 0.466E-01 0.952E+00 0.144E-02 0.000E+00 0.000E+00    0.00    13.89      20.4   331.7   287.5     1.101     1.213     4.7  100045.4 0.000E+00 0.000E+00
 148    111.8    111.8      0.0      0.0 0.436E-01 0.955E+00 0.135E-02 0.000E+00 0.000E+00    0.00    13.48      21.3   328.9   287.4     1.107     1.212     5.2   99964.0 0.000E+00 0.000E+00
 149    118.8    118.8      0.0      0.0 0.410E-01 0.958E+00 0.127E-02 0.000E+00 0.000E+00    0.00    13.12      22.2   326.2   287.4     1.111     1.211     5.7   99880.8 0.000E+00 0.000E+00
 150    125.9    125.9      0.0      0.0 0.385E-01 0.960E+00 0.119E-02 0.000E+00 0.000E+00    0.00    12.79      23.2   323.9   287.3     1.116     1.210     6.2   99796.2 0.000E+00 0.000E+00
 151    133.1    133.1      0.0      0.0 0.363E-01 0.963E+00 0.112E-02 0.000E+00 0.000E+00    0.00    12.50      24.1   321.7   287.3     1.120     1.209     6.8   99710.5 0.000E+00 0.000E+00
 152    140.4    140.4      0.0      0.0 0.343E-01 0.965E+00 0.106E-02 0.000E+00 0.000E+00    0.00    12.24      25.0   319.7   287.2     1.124     1.209     7.4   99623.9 0.000E+00 0.000E+00
 153    147.8    147.8      0.0      0.0 0.324E-01 0.967E+00 0.100E-02 0.000E+00 0.000E+00    0.00    12.00      26.0   317.8   287.2     1.127     1.208     8.0   99536.5 0.000E+00 0.000E+00
 154    155.2    155.2      0.0      0.0 0.307E-01 0.968E+00 0.950E-03 0.000E+00 0.000E+00    0.00    11.78      26.9   316.2   287.1     1.130     1.207     8.6   99448.6 0.000E+00 0.000E+00
 155    162.7    162.7      0.0      0.0 0.291E-01 0.970E+00 0.901E-03 0.000E+00 0.000E+00    0.00    11.59      27.8   314.6   287.1     1.133     1.206     9.3   99360.3 0.000E+00 0.000E+00
 156    170.2    170.2      0.0      0.0 0.277E-01 0.971E+00 0.857E-03 0.000E+00 0.000E+00    0.00    11.41      28.7   313.2   287.0     1.135     1.205     9.9   99271.5 0.000E+00 0.000E+00
 157    177.7    177.7      0.0      0.0 0.264E-01 0.973E+00 0.815E-03 0.000E+00 0.000E+00    0.00    11.24      29.6   311.8   287.0     1.138     1.204    10.6   99182.6 0.000E+00 0.000E+00
 158    185.3    185.3      0.0      0.0 0.251E-01 0.974E+00 0.777E-03 0.000E+00 0.000E+00    0.00    11.08      30.5   310.6   286.9     1.140     1.203    11.3   99093.4 0.000E+00 0.000E+00
 159    192.8    192.8      0.0      0.0 0.240E-01 0.975E+00 0.742E-03 0.000E+00 0.000E+00    0.00    10.94      31.4   309.5   286.9     1.142     1.202    11.9   99004.1 0.000E+00 0.000E+00
 160    200.0    200.0      0.0      0.0 0.230E-01 0.976E+00 0.711E-03 0.000E+00 0.000E+00    0.00    10.81      32.3   308.4   286.9     1.143     1.202    12.6   98919.5 0.000E+00 0.000E+00
 161    207.3    207.3      0.0      0.0 0.220E-01 0.977E+00 0.682E-03 0.000E+00 0.000E+00    0.00    10.69      33.1   307.5   286.8     1.145     1.201    13.3   98833.9 0.000E+00 0.000E+00
 162    214.6    214.6      0.0      0.0 0.212E-01 0.978E+00 0.654E-03 0.000E+00 0.000E+00    0.00    10.58      34.0   306.6   286.8     1.146     1.200    14.0   98747.5 0.000E+00 0.000E+00
 163    222.0    222.0      0.0      0.0 0.203E-01 0.979E+00 0.628E-03 0.000E+00 0.000E+00    0.00    10.47      34.8   305.7   286.7     1.147     1.199    14.7   98660.5 0.000E+00 0.000E+00
 164    229.4    229.4      0.0      0.0 0.195E-01 0.980E+00 0.604E-03 0.000E+00 0.000E+00    0.00    10.36      35.7   304.9   286.7     1.149     1.198    15.4   98572.9 0.000E+00 0.000E+00
 165    236.9    236.9      0.0      0.0 0.188E-01 0.981E+00 0.581E-03 0.000E+00 0.000E+00    0.00    10.27      36.5   304.1   286.6     1.150     1.197    16.1   98485.0 0.000E+00 0.000E+00
 166    244.4    244.4      0.0      0.0 0.181E-01 0.981E+00 0.559E-03 0.000E+00 0.000E+00    0.00    10.17      37.4   303.4   286.6     1.151     1.196    16.9   98396.7 0.000E+00 0.000E+00
 167    252.0    252.0      0.0      0.0 0.174E-01 0.982E+00 0.539E-03 0.000E+00 0.000E+00    0.00    10.08      38.3   302.7   286.5     1.151     1.196    17.6   98308.3 0.000E+00 0.000E+00
 168    259.5    259.5      0.0      0.0 0.168E-01 0.983E+00 0.519E-03 0.000E+00 0.000E+00    0.00     9.99      39.1   302.0   286.5     1.152     1.195    18.4   98219.6 0.000E+00 0.000E+00
 169    267.1    267.1      0.0      0.0 0.162E-01 0.983E+00 0.501E-03 0.000E+00 0.000E+00    0.00     9.91      40.0   301.4   286.4     1.153     1.194    19.1   98130.9 0.000E+00 0.000E+00
 170    274.7    274.7      0.0      0.0 0.156E-01 0.984E+00 0.484E-03 0.000E+00 0.000E+00    0.00     9.83      40.8   300.8   286.4     1.153     1.193    19.9   98042.2 0.000E+00 0.000E+00
 171    282.3    282.3      0.0      0.0 0.151E-01 0.984E+00 0.468E-03 0.000E+00 0.000E+00    0.00     9.75      41.7   300.3   286.3     1.154     1.192    20.7   97953.7 0.000E+00 0.000E+00
 172    289.8    289.8      0.0      0.0 0.146E-01 0.985E+00 0.452E-03 0.000E+00 0.000E+00    0.00     9.67      42.6   299.7   286.3     1.154     1.191    21.4   97865.6 0.000E+00 0.000E+00
 173    297.3    297.3      0.0      0.0 0.142E-01 0.985E+00 0.438E-03 0.000E+00 0.000E+00    0.00     9.60      43.4   299.2   286.2     1.155     1.190    22.2   97777.8 0.000E+00 0.000E+00
 174    304.8    304.8      0.0      0.0 0.137E-01 0.986E+00 0.424E-03 0.000E+00 0.000E+00    0.00     9.53      44.2   298.8   286.2     1.155     1.190    23.0   97690.6 0.000E+00 0.000E+00
 175    312.2    312.2      0.0      0.0 0.133E-01 0.986E+00 0.411E-03 0.000E+00 0.000E+00    0.00     9.47      45.1   298.3   286.1     1.155     1.189    23.8   97603.8 0.000E+00 0.000E+00
 176    319.6    319.6      0.0      0.0 0.129E-01 0.987E+00 0.399E-03 0.000E+00 0.000E+00    0.00     9.40      45.9   297.9   286.1     1.155     1.188    24.6   97517.6 0.000E+00 0.000E+00
 177    327.0    327.0      0.0      0.0 0.125E-01 0.987E+00 0.388E-03 0.000E+00 0.000E+00    0.00     9.34      46.8   297.4   286.0     1.156     1.187    25.3   97431.9 0.000E+00 0.000E+00
 178    334.3    334.3      0.0      0.0 0.122E-01 0.987E+00 0.377E-03 0.000E+00 0.000E+00    0.00     9.28      47.6   297.1   286.0     1.156     1.186    26.1   97346.8 0.000E+00 0.000E+00
 179    341.5    341.5      0.0      0.0 0.118E-01 0.988E+00 0.366E-03 0.000E+00 0.000E+00    0.00     9.22      48.4   296.7   285.9     1.156     1.185    26.9   97262.3 0.000E+00 0.000E+00
 180    348.8    348.8      0.0      0.0 0.115E-01 0.988E+00 0.356E-03 0.000E+00 0.000E+00    0.00     9.16      49.2   296.3   285.9     1.156     1.184    27.7   97178.4 0.000E+00 0.000E+00
 181    355.9    355.9      0.0      0.0 0.112E-01 0.988E+00 0.347E-03 0.000E+00 0.000E+00    0.00     9.11      50.0   296.0   285.8     1.156     1.184    28.5   97095.0 0.000E+00 0.000E+00
 182    363.1    363.1      0.0      0.0 0.109E-01 0.989E+00 0.338E-03 0.000E+00 0.000E+00    0.00     9.05      50.8   295.6   285.8     1.156     1.183    29.3   97012.2 0.000E+00 0.000E+00
 183    370.2    370.2      0.0      0.0 0.107E-01 0.989E+00 0.330E-03 0.000E+00 0.000E+00    0.00     9.00      51.6   295.3   285.7     1.156     1.182    30.1   96930.0 0.000E+00 0.000E+00
 184    377.2    377.2      0.0      0.0 0.104E-01 0.989E+00 0.322E-03 0.000E+00 0.000E+00    0.00     8.95      52.4   295.0   285.7     1.156     1.181    30.8   96848.3 0.000E+00 0.000E+00
 185    384.2    384.2      0.0      0.0 0.101E-01 0.990E+00 0.314E-03 0.000E+00 0.000E+00    0.00     8.90      53.2   294.7   285.7     1.156     1.180    31.6   96767.2 0.000E+00 0.000E+00
 186    391.2    391.2      0.0      0.0 0.991E-02 0.990E+00 0.306E-03 0.000E+00 0.000E+00    0.00     8.85      54.0   294.4   285.6     1.155     1.180    32.4   96686.6 0.000E+00 0.000E+00
 187    398.1    398.1      0.0      0.0 0.968E-02 0.990E+00 0.299E-03 0.000E+00 0.000E+00    0.00     8.80      54.8   294.2   285.6     1.155     1.179    33.2   96606.5 0.000E+00 0.000E+00
 188    405.0    405.0      0.0      0.0 0.946E-02 0.990E+00 0.293E-03 0.000E+00 0.000E+00    0.00     8.76      55.6   293.9   285.5     1.155     1.178    34.0   96526.9 0.000E+00 0.000E+00
 189    411.8    411.8      0.0      0.0 0.925E-02 0.990E+00 0.286E-03 0.000E+00 0.000E+00    0.00     8.71      56.4   293.6   285.5     1.155     1.177    34.8   96447.8 0.000E+00 0.000E+00
 190    418.6    418.6      0.0      0.0 0.905E-02 0.991E+00 0.280E-03 0.000E+00 0.000E+00    0.00     8.66      57.2   293.4   285.4     1.155     1.176    35.5   96369.2 0.000E+00 0.000E+00
 191    425.4    425.4      0.0      0.0 0.885E-02 0.991E+00 0.274E-03 0.000E+00 0.000E+00    0.00     8.62      57.9   293.2   285.4     1.155     1.176    36.3   96291.1 0.000E+00 0.000E+00
 192    432.1    432.1      0.0      0.0 0.867E-02 0.991E+00 0.268E-03 0.000E+00 0.000E+00    0.00     8.58      58.7   292.9   285.3     1.154     1.175    37.1   96213.5 0.000E+00 0.000E+00
 193    438.8    438.8      0.0      0.0 0.849E-02 0.991E+00 0.263E-03 0.000E+00 0.000E+00    0.00     8.54      59.5   292.7   285.3     1.154     1.174    37.9   96136.3 0.000E+00 0.000E+00
 194    445.5    445.5      0.0      0.0 0.832E-02 0.991E+00 0.257E-03 0.000E+00 0.000E+00    0.00     8.49      60.2   292.5   285.3     1.154     1.173    38.7   96059.6 0.000E+00 0.000E+00
 195    452.1    452.1      0.0      0.0 0.815E-02 0.992E+00 0.252E-03 0.000E+00 0.000E+00    0.00     8.45      61.0   292.3   285.2     1.154     1.173    39.5   95983.4 0.000E+00 0.000E+00
 196    458.7    458.7      0.0      0.0 0.800E-02 0.992E+00 0.247E-03 0.000E+00 0.000E+00    0.00     8.41      61.7   292.1   285.2     1.153     1.172    40.2   95907.5 0.000E+00 0.000E+00
 197    465.3    465.3      0.0      0.0 0.784E-02 0.992E+00 0.243E-03 0.000E+00 0.000E+00    0.00     8.37      62.5   291.9   285.1     1.153     1.171    41.0   95832.1 0.000E+00 0.000E+00
 198    471.8    471.8      0.0      0.0 0.770E-02 0.992E+00 0.238E-03 0.000E+00 0.000E+00    0.00     8.34      63.2   291.7   285.1     1.153     1.170    41.8   95757.2 0.000E+00 0.000E+00
 199    478.3    478.3      0.0      0.0 0.755E-02 0.992E+00 0.234E-03 0.000E+00 0.000E+00    0.00     8.30      64.0   291.5   285.0     1.152     1.170    42.6   95682.6 0.000E+00 0.000E+00
 200    484.8    484.8      0.0      0.0 0.742E-02 0.992E+00 0.229E-03 0.000E+00 0.000E+00    0.00     8.26      64.7   291.3   285.0     1.152     1.169    43.4   95608.4 0.000E+00 0.000E+00
 201    491.2    491.2      0.0      0.0 0.728E-02 0.992E+00 0.225E-03 0.000E+00 0.000E+00    0.00     8.22      65.5   291.1   285.0     1.152     1.168    44.1   95534.7 0.000E+00 0.000E+00
 202    497.6    497.6      0.0      0.0 0.715E-02 0.993E+00 0.221E-03 0.000E+00 0.000E+00    0.00     8.19      66.2   291.0   284.9     1.151     1.168    44.9   95461.3 0.000E+00 0.000E+00
 203    504.0    504.0      0.0      0.0 0.703E-02 0.993E+00 0.217E-03 0.000E+00 0.000E+00    0.00     8.15      67.0   290.8   284.9     1.151     1.167    45.7   95388.3 0.000E+00 0.000E+00
 204    510.3    510.3      0.0      0.0 0.691E-02 0.993E+00 0.214E-03 0.000E+00 0.000E+00    0.00     8.11      67.7   290.6   284.8     1.151     1.166    46.5   95315.7 0.000E+00 0.000E+00
 205    516.6    516.6      0.0      0.0 0.679E-02 0.993E+00 0.210E-03 0.000E+00 0.000E+00    0.00     8.08      68.4   290.5   284.8     1.150     1.165    47.3   95243.5 0.000E+00 0.000E+00
 206    522.9    522.9      0.0      0.0 0.668E-02 0.993E+00 0.207E-03 0.000E+00 0.000E+00    0.00     8.05      69.2   290.3   284.8     1.150     1.165    48.0   95171.6 0.000E+00 0.000E+00
 207    529.2    529.2      0.0      0.0 0.657E-02 0.993E+00 0.203E-03 0.000E+00 0.000E+00    0.00     8.01      69.9   290.2   284.7     1.149     1.164    48.8   95100.1 0.000E+00 0.000E+00
 208    535.4    535.4      0.0      0.0 0.647E-02 0.993E+00 0.200E-03 0.000E+00 0.000E+00    0.00     7.98      70.6   290.0   284.7     1.149     1.163    49.6   95029.0 0.000E+00 0.000E+00
 209    541.6    541.6      0.0      0.0 0.637E-02 0.993E+00 0.197E-03 0.000E+00 0.000E+00    0.00     7.94      71.3   289.9   284.6     1.149     1.163    50.4   94958.2 0.000E+00 0.000E+00
 210    547.8    547.8      0.0      0.0 0.627E-02 0.994E+00 0.194E-03 0.000E+00 0.000E+00    0.00     7.91      72.1   289.7   284.6     1.148     1.162    51.2   94887.8 0.000E+00 0.000E+00
 211    554.0    554.0      0.0      0.0 0.617E-02 0.994E+00 0.191E-03 0.000E+00 0.000E+00    0.00     7.88      72.8   289.6   284.5     1.148     1.161    51.9   94817.7 0.000E+00 0.000E+00
 212    560.1    560.1      0.0      0.0 0.608E-02 0.994E+00 0.188E-03 0.000E+00 0.000E+00    0.00     7.85      73.5   289.5   284.5     1.147     1.160    52.7   94748.0 0.000E+00 0.000E+00
 213    566.2    566.2      0.0      0.0 0.599E-02 0.994E+00 0.185E-03 0.000E+00 0.000E+00    0.00     7.81      74.2   289.3   284.5     1.147     1.160    53.5   94678.6 0.000E+00 0.000E+00
 214    572.2    572.2      0.0      0.0 0.590E-02 0.994E+00 0.182E-03 0.000E+00 0.000E+00    0.00     7.78      75.0   289.2   284.4     1.147     1.159    54.3   94609.5 0.000E+00 0.000E+00
 215    578.3    578.3      0.0      0.0 0.581E-02 0.994E+00 0.180E-03 0.000E+00 0.000E+00    0.00     7.75      75.7   289.1   284.4     1.146     1.158    55.1   94540.8 0.000E+00 0.000E+00
 216    584.3    584.3      0.0      0.0 0.573E-02 0.994E+00 0.177E-03 0.000E+00 0.000E+00    0.00     7.72      76.4   288.9   284.4     1.146     1.158    55.8   94472.3 0.000E+00 0.000E+00
 217    590.3    590.3      0.0      0.0 0.565E-02 0.994E+00 0.175E-03 0.000E+00 0.000E+00    0.00     7.69      77.1   288.8   284.3     1.145     1.157    56.6   94404.3 0.000E+00 0.000E+00
 218    596.3    596.3      0.0      0.0 0.557E-02 0.994E+00 0.172E-03 0.000E+00 0.000E+00    0.00     7.66      77.8   288.7   284.3     1.145     1.156    57.4   94336.5 0.000E+00 0.000E+00
 219    602.2    602.2      0.0      0.0 0.549E-02 0.994E+00 0.170E-03 0.000E+00 0.000E+00    0.00     7.63      78.5   288.6   284.2     1.144     1.156    58.2   94269.0 0.000E+00 0.000E+00
 220    608.2    608.2      0.0      0.0 0.542E-02 0.994E+00 0.168E-03 0.000E+00 0.000E+00    0.00     7.60      79.2   288.5   284.2     1.144     1.155    59.0   94201.9 0.000E+00 0.000E+00
 221    614.1    614.1      0.0      0.0 0.535E-02 0.994E+00 0.165E-03 0.000E+00 0.000E+00    0.00     7.57      79.9   288.3   284.2     1.144     1.154    59.7   94135.0 0.000E+00 0.000E+00
 222    619.9    619.9      0.0      0.0 0.528E-02 0.995E+00 0.163E-03 0.000E+00 0.000E+00    0.00     7.54      80.6   288.2   284.1     1.143     1.154    60.5   94068.5 0.000E+00 0.000E+00
 223    625.8    625.8      0.0      0.0 0.521E-02 0.995E+00 0.161E-03 0.000E+00 0.000E+00    0.00     7.51      81.3   288.1   284.1     1.143     1.153    61.3   94002.2 0.000E+00 0.000E+00
 224    631.6    631.6      0.0      0.0 0.514E-02 0.995E+00 0.159E-03 0.000E+00 0.000E+00    0.00     7.48      82.0   288.0   284.0     1.142     1.152    62.1   93936.3 0.000E+00 0.000E+00
 225    637.4    637.4      0.0      0.0 0.508E-02 0.995E+00 0.157E-03 0.000E+00 0.000E+00    0.00     7.45      82.7   287.9   284.0     1.142     1.152    62.8   93870.7 0.000E+00 0.000E+00
 226    643.2    643.2      0.0      0.0 0.501E-02 0.995E+00 0.155E-03 0.000E+00 0.000E+00    0.00     7.42      83.4   287.8   284.0     1.141     1.151    63.6   93805.3 0.000E+00 0.000E+00
 227    649.0    649.0      0.0      0.0 0.495E-02 0.995E+00 0.153E-03 0.000E+00 0.000E+00    0.00     7.40      84.1   287.7   283.9     1.141     1.150    64.4   93740.3 0.000E+00 0.000E+00
 228    654.7    654.7      0.0      0.0 0.489E-02 0.995E+00 0.151E-03 0.000E+00 0.000E+00    0.00     7.37      84.8   287.6   283.9     1.140     1.150    65.2   93675.5 0.000E+00 0.000E+00
 229    660.4    660.4      0.0      0.0 0.483E-02 0.995E+00 0.149E-03 0.000E+00 0.000E+00    0.00     7.34      85.5   287.5   283.9     1.140     1.149    66.0   93611.0 0.000E+00 0.000E+00
 230    666.1    666.1      0.0      0.0 0.477E-02 0.995E+00 0.148E-03 0.000E+00 0.000E+00    0.00     7.31      86.2   287.4   283.8     1.140     1.149    66.7   93546.9 0.000E+00 0.000E+00
 231    671.8    671.8      0.0      0.0 0.472E-02 0.995E+00 0.146E-03 0.000E+00 0.000E+00    0.00     7.28      86.9   287.3   283.8     1.139     1.148    67.5   93482.9 0.000E+00 0.000E+00
 232    677.5    677.5      0.0      0.0 0.466E-02 0.995E+00 0.144E-03 0.000E+00 0.000E+00    0.00     7.26      87.6   287.2   283.7     1.139     1.147    68.3   93419.3 0.000E+00 0.000E+00
 233    683.1    683.1      0.0      0.0 0.461E-02 0.995E+00 0.142E-03 0.000E+00 0.000E+00    0.00     7.23      88.3   287.1   283.7     1.138     1.147    69.1   93356.0 0.000E+00 0.000E+00
 234    688.7    688.7      0.0      0.0 0.455E-02 0.995E+00 0.141E-03 0.000E+00 0.000E+00    0.00     7.20      89.0   287.0   283.7     1.138     1.146    69.8   93292.9 0.000E+00 0.000E+00
